,price_try,make,series,year,km,transmission,fuel,body_type,warranty,from_,wheel_drive,cylinder_number,torque_nm,engine_capacity_cc,engine_power_hp,max_power_rpm,min_power_rpm,acceleration_0to100_sec,max_speed_kmh,average_fuel_consumption_lt,painted_changed
759,405000,Opel,Astra,2004,290000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,125,1364,90,5600,4000,13.7,178,6.3,Painted or Changed
760,375000,Renault,Clio,2002,244000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,140,1400,100,2500,1200,15.2,155,5.5,Original
761,1355000,Honda,Civic,2019,31500,Automatic,LPG & Gasoline,Sedan,Warranted,Owner,Front-Wheel Drive,4,152,1597,125,6500,4300,11.5,196,6.3,Original
762,545000,Renault,Fluence,2011,180000,Semiautomatic,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,240,1461,110,4000,2000,11.5,185,4.4,Painted or Changed
763,470000,Renault,Megane,2007,182000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,140,1400,100,2500,1200,15.2,155,5.5,Painted or Changed
764,215000,Tofaş,Other Tofaş,1995,60000,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,130,1581,83,5800,2900,13.1,170,6.5,Painted or Changed
765,570000,Renault,Clio,2014,210500,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,200,1461,75,2500,1200,14.3,168,3.6,Original
766,425000,Renault,Megane,2007,282000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,240,1461,106,4000,1900,11.2,186,4.7,Original
767,450000,Opel,Astra,2001,298500,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,150,1598,100,2500,1200,11.5,188,7.1,Painted or Changed
768,527500,Other,Other Other,2012,138000,Manual,LPG & Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,130,1398,100,6000,4000,12.2,177,5.9,Painted or Changed
769,565000,Ford,Fiesta,2012,207000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,160,1398,70,4000,1750,14.9,162,4.2,Painted or Changed
770,310000,Volkswagen,Golf,1999,295000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,145,1595,101,2500,1200,10.9,188,7.6,Painted or Changed
771,153000,Fiat,Other Fiat,1994,11111,Manual,LPG & Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,110,1108,57,2500,1200,15.2,155,5.5,Original
772,179950,Other,Other Other,1998,249000,Manual,LPG & Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,145,1589,111,2500,1200,9.9,190,7.2,Original
773,169950,BMW,3 Series,1990,173000,Automatic,LPG & Gasoline,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,141,1596,99,5300,2500,15.2,155,6.2,Original
774,354950,Fiat,Other Fiat,2009,135000,Manual,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,115,1368,77,6000,3000,13.0,169,6.1,Original
775,189950,Renault,Other Renault,1996,359000,Manual,Diesel,Other,Warrantless,Dealer,Front-Wheel Drive,4,181,2068,88,2500,1200,15.0,163,5.5,Original
776,324950,Other,Other Other,2008,319000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,150,1398,71,2500,1200,15.4,165,4.3,Original
777,434950,Other,Other Other,2016,269000,Manual,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,107,1149,75,5500,4250,13.0,161,5.9,Original
778,424950,Fiat,Linea,2013,309000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1248,95,4000,1500,13.8,170,4.9,Original
779,179950,Fiat,Other Fiat,2005,399000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,180,1248,70,4000,1750,14.0,164,4.6,Original
780,910000,Opel,Astra,2015,66000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,320,1598,136,3500,2000,10.3,200,3.9,Original
781,965000,Volkswagen,Passat,2016,227000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,250,1598,120,4000,1750,10.8,206,4.0,Original
782,435000,Other,Other Other,2008,100000,Automatic,Gasoline,Hatchback,Warranted,Dealer,Front-Wheel Drive,4,110,1240,80,2500,1200,17.9,145,6.6,Original
783,1150000,Renault,Megane,2017,165000,Semiautomatic,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,250,1461,110,4000,1750,12.5,190,3.8,Original
784,1550000,Mercedes - Benz,Other Mercedes - Benz,2015,260000,Automatic,Diesel,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,320,1598,136,3800,2600,9.7,218,4.2,Painted or Changed
785,985000,Honda,Civic,2017,150000,Automatic,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,152,1597,125,6500,4300,11.6,196,6.7,Painted or Changed
786,1349000,Honda,Civic,2020,57000,Automatic,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,152,1597,125,6500,4300,11.5,196,6.3,Original
787,750000,Volkswagen,Jetta,2012,214000,Manual,Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,140,1400,100,2500,1200,15.2,155,5.5,Original
788,12050000,Audi,Other Audi,2022,7150,Automatic,Diesel,Sedan,Warranted,Dealer,4WD (Continuous),6,600,2967,286,4000,1250,5.9,250,5.8,Original
789,1350000,Volkswagen,Passat,2018,109000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,250,1598,120,4000,1500,10.8,206,4.0,Painted or Changed
790,375000,Fiat,Other Fiat,2008,265000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,180,1248,70,4000,1750,14.5,160,4.7,Painted or Changed
791,412000,Peugeot,Other Peugeot,2005,216000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,147,1587,110,2500,1200,11.6,190,7.2,Painted or Changed
792,1700000,Mercedes - Benz,Other Mercedes - Benz,2015,160000,Automatic,Diesel,Sedan,Warrantless,Owner,Rear-Wheel Drive,4,320,1598,136,3800,2600,9.7,218,4.2,Painted or Changed
793,215000,Fiat,Other Fiat,1998,187000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,5,186,1998,155,6700,3750,8.0,213,9.4,Painted or Changed
794,780000,Toyota,Corolla,2016,103450,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,128,1329,99,6000,3800,12.6,180,5.8,Original
795,1000000,Volkswagen,Golf,2016,65000,Manual,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,200,1395,125,5000,1400,9.1,204,5.2,Original
796,370000,Renault,Clio,2006,225000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,160,1461,65,4000,2000,15.0,163,5.0,Painted or Changed
797,982500,Volkswagen,Golf,2014,100100,Semiautomatic,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,250,1598,105,3000,1500,10.7,192,3.9,Original
798,690000,Other,Other Other,2019,53000,Manual,Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,3,118,1199,83,5750,2750,13.1,168,4.9,Original
799,379000,Hyundai,Other Hyundai,2008,213000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,235,1493,110,4000,1900,11.1,180,4.5,Painted or Changed
800,500000,Peugeot,Other Peugeot,2009,202000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,160,1398,71,4000,2000,15.1,166,4.5,Original
801,815000,Ford,Other Ford,2017,79000,Manual,LPG & Gasoline,Other,Warrantless,Owner,Front-Wheel Drive,4,159,1596,125,6000,4000,11.5,188,6.4,Painted or Changed
802,480000,Volkswagen,Jetta,2007,320000,Automatic,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,148,1595,102,5600,3800,13.3,183,8.2,Painted or Changed
803,712000,Other,Other Other,2011,123580,Semiautomatic,Diesel,Other,Warrantless,Owner,Front-Wheel Drive,4,240,1560,111,4000,1750,13.4,180,5.7,Painted or Changed
804,479500,Volkswagen,Jetta,2006,290000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,148,1595,102,5600,3800,12.2,186,7.4,Painted or Changed
805,471000,Renault,Symbol,2012,177000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1461,85,3750,1750,12.3,177,4.3,Painted or Changed
806,870000,Ford,Focus,2015,117500,Semiautomatic,Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,159,1596,125,6000,4000,10.9,192,6.3,Painted or Changed
807,445000,Opel,Corsa,2006,244000,Semiautomatic,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,170,1248,70,2500,1200,16.0,165,4.4,Original
808,1250000,BMW,5 Series,2010,270000,Automatic,Diesel,Sedan,Warrantless,Owner,Rear-Wheel Drive,4,380,1995,184,4000,2750,8.1,225,5.2,Original
809,215000,Other,Other Other,2013,127500,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,155,1598,124,6200,4000,12.8,190,6.6,Original
810,540000,Opel,Corsa,2014,69000,Manual,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,115,1229,85,5600,4000,13.6,172,5.3,Original
811,610000,Peugeot,Other Peugeot,2012,222000,Semiautomatic,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,270,1560,114,3600,1750,13.1,197,4.4,Painted or Changed
812,425000,Other,Other Other,2006,255000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,146,1598,120,6200,4200,10.5,200,8.2,Painted or Changed
813,1830000,Audi,Other Audi,2016,95000,Semiautomatic,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,400,1968,190,3800,1750,7.7,237,4.1,Painted or Changed
814,380000,Fiat,Other Fiat,2006,345000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,200,1248,90,4000,1750,11.9,175,4.6,Painted or Changed
815,700000,Honda,Civic,2016,165000,Semiautomatic,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,152,1597,125,6500,4300,11.6,196,6.7,Original
816,357500,Renault,Megane,2007,321000,Manual,Diesel,Other,Warrantless,Owner,Front-Wheel Drive,4,185,1461,100,4000,1900,14.9,168,4.6,Painted or Changed
817,270000,Tofaş,Other Tofaş,1998,229000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Rear-Wheel Drive,4,125,1581,83,5800,3000,13.2,170,6.5,Painted or Changed
818,390000,Other,Other Other,2008,146000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,185,1461,82,4000,2000,12.9,169,4.5,Painted or Changed
819,780000,Renault,Fluence,2015,124000,Semiautomatic,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,240,1461,110,4000,2000,11.5,185,4.4,Original
820,195000,Tofaş,Other Tofaş,1996,24000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Rear-Wheel Drive,4,125,1581,83,5800,3000,13.2,170,6.5,Painted or Changed
821,285000,Other,Other Other,1999,240000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,132,1489,88,5500,3500,11.8,173,7.5,Original
822,267000,Hyundai,Other Hyundai,2000,277800,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,132,1495,102,5500,3000,11.4,173,6.9,Painted or Changed
823,860000,Other,Other Other,2012,238000,Semiautomatic,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,270,1560,115,3600,1750,10.9,190,4.3,Original
824,819999,Audi,Other Audi,2009,230000,Semiautomatic,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,200,1390,125,2500,1200,13.6,203,5.7,Original
825,395000,Volkswagen,Jetta,2008,316000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,250,1896,105,4000,1900,11.9,189,5.2,Original
826,320000,Other,Other Other,2001,340000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,132,1489,88,5500,3500,11.8,173,7.5,Original
827,1150000,Seat,Other Seat,2018,160000,Semiautomatic,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,250,1598,115,4000,1500,9.8,197,4.1,Painted or Changed
828,1180000,Ford,Other Ford,2018,154000,Automatic,Gasoline,Other,Warrantless,Owner,Front-Wheel Drive,4,240,1498,160,5700,4000,9.2,209,6.5,Original
829,630000,Renault,Clio,2015,115150,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,200,1461,75,2500,1200,14.3,168,3.6,Original
830,445000,Hyundai,Other Hyundai,2005,162000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,117,1341,82,2500,1200,11.5,166,6.2,Painted or Changed
831,930000,Hyundai,Other Hyundai,2022,1800,Automatic,Gasoline,Hatchback,Warranted,Owner,Front-Wheel Drive,4,134,1368,100,6000,1500,12.2,176,6.1,Original
832,849999,Toyota,Other Toyota,2014,102000,Semiautomatic,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,205,1364,90,3800,1800,14.7,180,4.2,Original
833,370000,Honda,Civic,1999,264000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,142,1590,125,2500,1200,11.0,195,5.5,Painted or Changed
834,133300,Tofaş,Other Tofaş,1991,10000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Rear-Wheel Drive,4,130,1581,83,5800,2900,13.1,170,6.5,Original
835,485000,Ford,Fiesta,2011,123500,Manual,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,114,1242,82,5800,4200,13.3,168,5.7,Painted or Changed
836,635000,Fiat,Egea,2017,115000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,200,1248,95,3750,1500,11.7,183,4.1,Painted or Changed
837,750000,Honda,Civic,2008,100100,Automatic,Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,152,1595,125,6500,4200,12.5,192,6.9,Original
838,315000,Other,Other Other,2001,265000,Automatic,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,180,1996,133,6000,5000,12.8,183,8.9,Original
839,385500,Ford,Fiesta,2010,185000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,160,1398,70,4000,1750,14.9,162,4.2,Painted or Changed
840,665000,Renault,Fluence,2016,247500,Semiautomatic,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,240,1461,110,4000,2000,11.5,185,4.4,Painted or Changed
841,520000,Hyundai,Other Hyundai,2016,70000,Manual,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,121,1248,84,6000,4000,12.7,170,5.0,Original
842,700000,Volkswagen,Polo,2017,65000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,3,180,1199,75,4200,2000,13.9,170,3.8,Original
843,575000,Renault,Clio,2012,98500,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,160,1461,65,3750,1900,15.2,162,4.5,Painted or Changed
844,950000,Seat,Other Seat,2021,21000,Semiautomatic,Gasoline,Hatchback,Warranted,Owner,Front-Wheel Drive,3,200,999,110,5500,2000,10.3,195,5.3,Original
845,435000,Renault,Megane,2008,320000,Automatic,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,200,1461,100,4000,2000,14.9,174,5.8,Painted or Changed
846,183000,Tofaş,Other Tofaş,1993,163000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Rear-Wheel Drive,4,122,1581,115,5500,3250,15.2,155,6.5,Original
847,519000,Fiat,Linea,2012,199000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,290,1598,105,4000,1500,11.0,190,5.1,Original
848,670000,Other,Other Other,2011,239000,Manual,Diesel,Sedan,Warranted,Owner,Front-Wheel Drive,4,270,1560,115,3600,1750,11.4,195,4.3,Original
849,855000,Volkswagen,Polo,2015,81000,Manual,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,160,1197,90,4800,1400,10.8,184,4.7,Painted or Changed
850,615000,Honda,Civic,2007,185000,Automatic,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,152,1595,125,6500,4200,10.3,192,7.1,Painted or Changed
851,670000,Renault,Clio,2016,224000,Manual,Diesel,Other,Warrantless,Owner,Front-Wheel Drive,4,200,1461,90,4000,1750,12.0,180,3.6,Original
852,465000,Opel,Astra,2006,290000,Semiautomatic,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,150,1598,105,6000,3900,13.3,185,6.5,Painted or Changed
853,232500,Opel,Astra,1995,360000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,114,1389,82,2500,1200,13.0,175,5.5,Painted or Changed
854,625000,Fiat,Egea,2019,96000,Manual,Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,127,1368,95,6000,4500,11.5,185,5.7,Original
855,205000,Fiat,Other Fiat,2004,220000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,104,1242,74,5000,4000,13.2,166,7.2,Painted or Changed
856,820000,Volkswagen,Passat,2010,225000,Manual,Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,148,1595,102,5600,3800,12.4,190,7.6,Painted or Changed
857,695000,Fiat,Egea,2019,28000,Manual,Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,127,1368,95,6000,4500,11.5,185,5.7,Original
858,625000,Fiat,Other Fiat,2012,82000,Semiautomatic,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,115,1368,77,6000,3250,13.2,165,5.4,Original
859,1180000,Hyundai,Other Hyundai,2021,32500,Automatic,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,154,1598,123,6300,4500,10.7,195,6.2,Painted or Changed
860,645000,Other,Other Other,2012,162000,Automatic,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,154,1598,124,6400,4200,12.7,185,7.4,Original
861,465000,Fiat,Linea,2012,203000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,200,1248,90,4000,1750,13.8,170,4.9,Painted or Changed
862,900000,Honda,Civic,2017,83000,Automatic,Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,152,1597,125,6500,4300,11.6,196,6.7,Original
863,845500,Toyota,Corolla,2016,260000,Semiautomatic,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,205,1364,90,3800,1800,14.7,180,4.1,Original
864,385000,Ford,Focus,2001,255000,Manual,LPG & Gasoline,Other,Warrantless,Owner,Front-Wheel Drive,4,143,1596,100,6000,4000,11.2,180,6.8,Painted or Changed
865,295000,Hyundai,Other Hyundai,2000,285000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,114,1341,86,5500,3500,12.5,169,6.1,Original
866,455000,Mercedes - Benz,Other Mercedes - Benz,2000,371,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,150,1598,102,2500,1200,10.8,182,7.2,Original
867,750000,Renault,Clio,2018,93000,Semiautomatic,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,220,1461,90,4000,1750,12.9,176,3.7,Original
868,180000,Fiat,Other Fiat,1996,250000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,124,1581,90,5750,2750,12.9,182,6.2,Original
869,820000,Opel,Astra,2018,40000,Manual,Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,155,1598,115,6000,4000,11.9,193,6.5,Original
870,930000,Toyota,Other Toyota,2020,33500,Automatic,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,136,1496,111,6000,4400,11.2,175,4.8,Original
871,815000,Other,Other Other,2016,45000,Manual,Diesel,Other,Warrantless,Owner,Front-Wheel Drive,4,240,1461,110,4000,1750,11.6,175,4.4,Original
872,110000,Other,Other Other,1993,500000,Manual,LPG & Gasoline,Other,Warrantless,Owner,Front-Wheel Drive,4,130,1300,95,2500,1200,15.2,155,5.5,Original
873,175000,Tofaş,Other Tofaş,1996,55,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,150,1600,125,2500,1200,15.2,155,5.5,Original
874,441000,Toyota,Other Toyota,2008,210000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,190,1364,90,3800,1800,12.0,175,5.0,Painted or Changed
875,130000,Other,Other Other,1994,72500,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,110,1499,68,4800,2800,15.0,150,6.2,Original
876,855000,Other,Other Other,2017,130000,Semiautomatic,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,300,1582,136,4000,1750,10.8,190,4.6,Painted or Changed
877,1015000,Renault,Megane,2017,88000,Semiautomatic,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,250,1461,110,4000,1750,12.5,190,3.8,Original
878,285000,Hyundai,Other Hyundai,2004,235000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,3,184,1493,82,4000,2000,17.8,170,5.5,Painted or Changed
879,460000,Hyundai,Other Hyundai,2008,119000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,125,1399,97,6000,4700,12.3,177,6.5,Original
880,212000,Other,Other Other,2001,187000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,99,1298,69,2500,1200,13.0,165,5.9,Painted or Changed
881,685000,Volkswagen,Passat,2006,198000,Manual,Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,155,1598,115,6000,4000,11.4,200,7.5,Original
882,187000,Tofaş,Other Tofaş,1993,111111,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Rear-Wheel Drive,4,130,1581,83,5800,2900,13.1,170,6.5,Original
883,428000,Ford,Other Ford,2006,159500,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,140,1400,100,2500,1200,15.2,155,5.5,Painted or Changed
884,515000,Other,Other Other,2012,124000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,133,1498,106,5800,4400,15.2,170,7.2,Original
885,560000,Opel,Corsa,2013,135000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,190,1248,75,4000,1750,14.9,163,4.2,Painted or Changed
886,730000,Seat,Other Seat,2015,126000,Semiautomatic,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,3,230,1422,90,3500,1750,11.8,185,3.8,Original
887,385000,Opel,Astra,2000,243000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,150,1598,100,2500,1200,11.5,188,7.4,Original
888,355000,Renault,Symbol,2009,230000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,114,1390,75,5500,4250,12.5,170,7.1,Painted or Changed
889,728000,Toyota,Corolla,2013,129500,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,128,1329,99,6000,3800,12.6,180,5.8,Painted or Changed
890,245000,Fiat,Other Fiat,2006,258500,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,180,1248,70,4000,1750,14.5,160,4.7,Original
891,180000,Audi,Other Audi,1991,371000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,155,1588,80,4800,2000,14.6,174,6.2,Original
892,840000,Other,Other Other,2018,90000,Semiautomatic,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,220,1461,90,4000,1750,12.0,166,3.8,Painted or Changed
893,825000,Volkswagen,Jetta,2013,198000,Semiautomatic,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,250,1598,105,4400,2500,11.7,190,4.7,Original
894,650000,Volkswagen,Polo,2012,120000,Manual,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,120,1200,75,2500,1200,15.2,155,5.5,Painted or Changed
895,345000,Seat,Other Seat,1999,117928,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,135,1598,75,2500,1200,13.2,170,7.2,Original
896,600000,Toyota,Other Toyota,2008,101500,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,157,1598,124,6000,5200,10.4,190,7.1,Original
897,257000,Renault,Megane,1998,265000,Manual,LPG & Gasoline,Other,Warrantless,Owner,Front-Wheel Drive,4,137,1598,90,2500,1200,11.3,187,7.2,Original
898,265000,Peugeot,Other Peugeot,2004,325000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,160,1398,71,4000,1750,13.2,168,4.3,Original
899,435000,Seat,Other Seat,2004,208000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,126,1390,75,2500,1200,12.9,170,6.4,Original
900,267000,Renault,Clio,2001,331000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,131,1598,90,2500,1200,10.6,181,7.2,Painted or Changed
901,365000,Toyota,Corolla,1997,352015,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,145,1587,105,2500,1200,10.0,195,5.5,Painted or Changed
902,835000,Volkswagen,Passat,2011,232000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,250,1598,105,4400,2500,12.2,195,4.3,Original
903,550000,Ford,Fiesta,2013,145000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,185,1498,75,4000,1700,13.5,167,3.7,Painted or Changed
904,535000,Renault,Fluence,2012,300600,Semiautomatic,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,240,1461,110,4000,2000,11.5,185,4.4,Original
905,720000,Opel,Corsa,2016,108000,Automatic,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,130,1398,90,6000,4000,13.9,170,6.0,Painted or Changed
906,500000,Renault,Symbol,2010,78500,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,105,1149,75,5500,4250,13.0,167,5.9,Painted or Changed
907,510000,Renault,Clio,2006,150370,Manual,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,105,1149,75,5500,4250,13.4,167,5.9,Painted or Changed
908,959000,Renault,Megane,2020,29547,Manual,Gasoline,Sedan,Warranted,Owner,Front-Wheel Drive,4,240,1332,140,5000,1600,9.7,205,5.5,Original
909,380000,Opel,Other Opel,2006,285000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,150,1598,105,2500,1200,12.6,194,6.9,Painted or Changed
910,550000,Volkswagen,Other Volkswagen,2004,168000,Automatic,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,148,1595,102,2500,1200,12.8,185,8.1,Painted or Changed
911,590000,Fiat,Egea,2016,215000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,200,1248,95,4000,1500,12.0,180,3.7,Original
912,480000,Toyota,Other Toyota,2007,257000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,116,1296,87,2500,1200,11.5,170,6.0,Painted or Changed
